ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
4.000,2.210,nan,3.287,-14.920,0.698,0.000,0.000,0.000,3.230,0.926,3.489,-4.539,49.248,-212.037,-45.327,206.340,0.399,658.576,-5115.247,0.000,256.215,-1435.626,609.220,-4761.610,-11.729,1.734,-21.301,-97.521
4.000,2.310,nan,3.197,-14.506,0.674,0.000,0.000,0.000,3.142,0.895,3.510,-4.537,48.024,-206.771,-44.047,200.449,0.366,637.106,-4937.347,0.000,256.986,-1438.656,586.391,-4563.106,-11.029,1.585,-19.470,-100.868
4.000,2.410,nan,3.114,-14.119,0.651,0.000,0.000,0.000,3.061,0.867,3.531,-4.534,46.979,-202.099,-42.879,194.950,0.375,618.565,-4788.786,0.000,258.279,-1443.736,565.396,-4379.842,-10.445,1.458,-17.902,-103.405
4.000,2.510,nan,3.038,-13.754,0.630,0.000,0.000,0.000,2.987,0.840,3.554,-4.527,46.022,-197.712,-41.804,189.770,0.369,602.643,-4666.509,0.000,259.536,-1448.674,547.969,-4233.896,-9.699,1.347,-16.549,-105.283
4.000,2.610,nan,2.969,-13.413,0.611,0.000,0.000,0.000,2.919,0.817,3.574,-4.518,45.149,-193.588,-40.827,184.929,0.343,590.302,-4582.697,0.000,260.760,-1453.482,534.330,-4128.025,-9.083,1.247,-15.320,-105.895
4.000,2.710,nan,2.908,-13.100,0.594,0.000,0.000,0.000,2.860,0.795,3.597,-4.504,44.389,-189.796,-39.982,180.498,0.306,579.588,-4512.652,0.000,261.954,-1458.172,522.365,-4034.083,-8.571,1.162,-14.277,-106.334
4.000,2.810,nan,2.854,-12.809,0.577,0.000,0.000,0.000,2.806,0.775,3.622,-4.489,43.699,-186.269,-39.223,176.393,0.274,571.832,-4474.046,0.000,263.120,-1462.753,512.605,-3964.256,-8.197,1.088,-13.366,-106.600
4.000,2.910,nan,2.805,-12.541,0.562,0.000,0.000,0.000,2.759,0.756,3.647,-4.471,43.063,-182.941,-38.550,172.615,0.248,564.190,-4431.323,0.000,264.114,-1466.660,503.616,-3898.404,-7.846,1.023,-12.568,-106.763
4.000,3.010,nan,2.763,-12.299,0.549,0.000,0.000,0.000,2.718,0.740,3.671,-4.452,42.497,-179.903,-37.969,169.205,0.228,556.975,-4390.854,0.000,264.891,-1469.711,495.873,-3841.990,-7.539,0.966,-11.867,-106.887
4.000,3.110,nan,2.726,-12.080,0.541,0.000,0.000,0.000,2.682,0.730,3.674,-4.432,42.006,-177.190,-37.474,166.145,0.212,550.095,-4352.082,0.000,265.645,-1472.673,488.712,-3788.624,-7.256,0.915,-11.243,-107.052
4.000,3.210,nan,2.189,-10.646,0.522,0.000,0.000,0.000,2.148,0.673,3.191,-4.863,33.716,-155.206,-30.236,146.792,0.158,469.122,-4113.098,0.000,266.378,-1475.554,415.093,-3564.297,-4.371,0.556,-6.824,-85.740
4.000,3.310,nan,2.153,-10.396,0.506,0.000,0.000,0.000,2.112,0.655,3.224,-4.830,33.327,-152.325,-29.663,143.076,0.147,466.122,-4093.547,0.000,267.092,-1478.357,409.833,-3521.888,-4.363,0.549,-6.740,-84.856
4.000,3.410,nan,2.118,-10.162,0.491,0.000,0.000,0.000,2.078,0.637,3.262,-4.799,32.958,-149.625,-29.122,139.583,0.134,463.003,-4072.494,0.000,267.787,-1481.088,404.648,-3479.795,-4.354,0.542,-6.661,-83.971
4.000,3.510,nan,2.085,-9.941,0.477,0.000,0.000,0.000,2.046,0.621,3.296,-4.769,32.605,-147.084,-28.610,136.292,0.123,459.702,-4050.039,0.000,268.465,-1483.752,399.533,-3438.080,-4.340,0.536,-6.587,-83.094
4.000,3.610,nan,2.053,-9.732,0.465,0.000,0.000,0.000,2.016,0.607,3.323,-4.740,32.267,-144.682,-28.124,133.185,0.116,457.021,-4035.317,0.000,269.127,-1486.352,394.901,-3402.093,-4.364,0.531,-6.519,-82.238
4.000,3.710,nan,2.023,-9.535,0.453,0.000,0.000,0.000,1.987,0.593,3.351,-4.713,31.942,-142.410,-27.663,130.248,0.110,454.141,-4018.025,0.000,269.773,-1488.892,390.225,-3365.250,-4.388,0.525,-6.453,-81.391
4.000,3.810,nan,1.995,-9.349,0.442,0.000,0.000,0.000,1.959,0.580,3.379,-4.687,31.628,-140.248,-27.223,127.466,0.104,451.109,-3998.365,0.000,270.405,-1491.375,385.563,-3327.850,-4.413,0.520,-6.390,-80.558
4.000,3.910,nan,1.967,-9.171,0.431,0.000,0.000,0.000,1.932,0.567,3.409,-4.662,31.324,-138.191,-26.805,124.827,0.097,448.620,-3980.412,0.000,271.024,-1493.805,381.024,-3291.375,-4.439,0.515,-6.330,-79.740
4.000,4.010,nan,1.941,-9.002,0.420,0.000,0.000,0.000,1.907,0.555,3.439,-4.638,31.026,-136.208,-26.404,122.313,0.091,446.180,-3962.802,0.000,271.630,-1496.186,376.569,-3255.753,-4.465,0.511,-6.272,-78.937
4.000,4.110,nan,1.926,-8.889,0.410,0.000,0.000,0.000,1.892,0.543,3.483,-4.616,30.820,-134.824,-25.740,119.171,0.058,444.825,-3951.193,0.000,272.224,-1498.519,373.331,-3226.743,-4.494,0.509,-6.256,-78.095
4.000,4.210,nan,2.236,-9.650,0.400,0.000,0.000,0.000,2.202,0.555,3.967,-4.316,34.813,-144.338,-29.859,129.254,0.133,473.679,-4005.563,0.000,272.806,-1500.807,404.421,-3282.370,-6.326,0.701,-8.604,-93.557
4.000,4.310,nan,2.209,-9.514,0.391,0.000,0.000,0.000,2.176,0.544,4.001,-4.307,34.426,-142.523,-29.178,126.268,0.110,471.198,-3997.753,0.000,273.378,-1503.054,400.255,-3257.258,-6.393,0.693,-8.511,-92.463
4.000,4.410,nan,2.180,-9.368,0.382,0.000,0.000,0.000,2.148,0.533,4.031,-4.296,34.037,-140.655,-28.648,123.738,0.098,468.663,-3989.552,0.000,273.940,-1505.260,395.913,-3231.642,-6.462,0.684,-8.407,-91.406
4.000,4.510,nan,2.129,-9.136,0.373,0.000,0.000,0.000,2.098,0.521,4.028,-4.291,34.479,-141.321,-28.386,121.949,0.059,466.295,-3980.961,0.000,274.492,-1507.430,390.904,-3202.913,-6.537,0.676,-8.297,-89.970
4.000,4.610,nan,2.082,-8.922,0.365,0.000,0.000,0.000,2.052,0.509,4.030,-4.285,34.825,-141.753,-28.119,120.203,0.032,464.507,-3976.067,0.000,275.160,-1510.056,386.055,-3174.632,-6.616,0.667,-8.193,-88.625
4.000,4.710,nan,2.043,-8.742,0.356,0.000,0.000,0.000,2.013,0.498,4.041,-4.280,35.026,-141.879,-27.838,118.563,0.016,463.821,-3979.635,0.000,276.306,-1514.558,381.104,-3144.010,-6.579,0.649,-7.969,-87.545
4.000,4.810,nan,2.005,-8.574,0.349,0.000,0.000,0.000,1.976,0.488,4.053,-4.275,34.923,-141.068,-27.536,116.909,0.013,463.288,-3983.437,0.000,277.444,-1519.028,376.447,-3114.776,-6.537,0.631,-7.751,-86.548
4.000,4.910,nan,1.962,-8.389,0.341,0.000,0.000,0.000,1.933,0.477,4.054,-4.276,34.067,-137.820,-27.187,115.187,0.072,463.542,-3990.774,0.000,278.574,-1523.468,372.177,-3087.819,-6.499,0.613,-7.525,-85.642
4.000,5.010,nan,1.924,-8.224,0.333,0.000,0.000,0.000,1.896,0.467,4.061,-4.275,33.337,-134.990,-26.847,113.515,0.120,463.768,-3999.456,0.000,279.697,-1527.881,368.251,-3063.375,-6.476,0.596,-7.316,-84.778
