ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.000,1.010,nan,2.334,-12.114,0.926,0.000,0.000,0.000,2.301,1.007,2.286,-5.189,68.823,-333.763,-66.485,350.763,0.344,1090.370,-8654.720,0.000,224.987,-1191.499,1065.952,-8809.775,-25.155,3.789,-46.387,73.617
2.000,1.110,nan,2.202,-11.193,1.020,0.000,0.000,0.000,2.165,1.096,1.975,-5.082,65.219,-313.430,-62.663,322.795,0.239,990.393,-7775.952,0.000,226.360,-1211.698,965.497,-7905.936,-20.168,3.026,-37.102,38.235
2.000,1.210,nan,2.091,-10.551,0.992,0.000,0.000,0.000,2.055,1.064,1.931,-5.045,62.005,-298.240,-59.491,303.550,0.157,921.937,-7426.166,0.000,220.443,-1295.088,898.164,-7361.818,-16.742,2.577,-31.618,13.715
2.000,1.310,nan,2.056,-10.130,0.938,0.000,0.000,0.000,2.022,1.010,2.003,-4.926,60.865,-288.023,-58.514,290.910,0.119,892.142,-7207.004,0.000,233.545,-1346.563,870.073,-7133.479,-14.893,2.251,-27.628,-5.554
2.000,1.410,nan,1.962,-9.499,0.910,0.000,0.000,0.000,1.929,0.978,1.973,-4.842,58.064,-272.145,-55.825,272.243,0.074,817.577,-6502.559,0.000,235.207,-1353.093,796.216,-6409.813,-11.938,1.789,-21.965,-37.874
2.000,1.510,nan,1.900,-9.038,0.865,0.000,0.000,0.000,1.869,0.930,2.009,-4.756,56.285,-259.875,-54.051,258.730,0.046,783.242,-6173.826,0.000,236.494,-1358.150,760.595,-6059.084,-10.560,1.532,-18.811,-54.234
2.000,1.610,nan,1.853,-8.734,0.835,0.000,0.000,0.000,1.822,0.899,2.026,-4.715,54.882,-251.693,-52.682,249.821,0.008,755.326,-5916.557,0.000,237.558,-1362.328,732.317,-5792.183,-9.581,1.387,-17.032,-64.583
2.000,1.710,nan,1.809,-8.469,0.815,0.000,0.000,0.000,1.780,0.878,2.027,-4.680,53.712,-245.065,-51.450,242.056,-0.026,733.258,-5722.743,0.000,238.477,-1365.938,709.829,-5589.140,-8.804,1.275,-15.656,-72.738
2.000,1.810,nan,1.770,-8.237,0.806,0.000,0.000,0.000,1.741,0.868,2.006,-4.654,52.603,-238.863,-50.329,235.369,-0.031,719.042,-5620.863,0.000,239.289,-1369.129,695.157,-5478.297,-8.177,1.156,-14.196,-79.924
2.000,1.910,nan,1.733,-8.027,0.785,0.000,0.000,0.000,1.705,0.845,2.018,-4.632,51.563,-233.244,-49.276,229.297,-0.024,708.018,-5555.195,0.000,240.017,-1371.990,683.836,-5405.323,-7.644,1.056,-12.966,-85.549
2.000,2.010,nan,1.696,-7.815,0.754,0.000,0.000,0.000,1.669,0.813,2.054,-4.607,50.541,-227.665,-48.235,223.186,-0.016,689.855,-5399.117,0.000,240.677,-1374.581,665.456,-5243.109,-7.124,0.971,-11.925,-90.322
2.000,2.110,nan,1.648,-7.584,0.725,0.000,0.000,0.000,1.622,0.782,2.073,-4.601,49.174,-221.292,-46.859,216.490,-0.006,664.639,-5174.410,0.000,241.277,-1376.940,639.740,-5013.399,-6.496,0.879,-10.801,-94.858
2.000,2.210,nan,1.599,-7.361,0.699,0.000,0.000,0.000,1.574,0.755,2.086,-4.603,47.783,-215.137,-45.451,210.020,0.003,641.312,-4974.647,0.000,241.827,-1379.099,615.861,-4809.119,-5.933,0.798,-9.799,-98.368
2.000,2.310,nan,1.554,-7.149,0.674,0.000,0.000,0.000,1.529,0.728,2.100,-4.601,46.493,-209.283,-44.148,203.919,0.009,619.794,-4789.717,0.000,242.331,-1381.081,593.384,-4614.478,-5.564,0.728,-8.938,-101.116
2.000,2.410,nan,1.512,-6.951,0.652,0.000,0.000,0.000,1.488,0.704,2.114,-4.597,45.315,-203.821,-42.951,198.194,0.014,599.956,-4623.887,0.000,242.796,-1382.905,573.227,-4440.155,-5.260,0.668,-8.203,-103.219
2.000,2.510,nan,1.474,-6.764,0.630,0.000,0.000,0.000,1.451,0.681,2.129,-4.591,44.231,-198.682,-41.851,192.809,0.017,583.107,-4488.449,0.000,243.223,-1384.586,556.557,-4302.068,-4.881,0.616,-7.569,-104.817
2.000,2.610,nan,1.439,-6.590,0.611,0.000,0.000,0.000,1.416,0.661,2.142,-4.581,43.239,-193.860,-40.849,187.781,0.015,570.060,-4393.425,0.000,243.618,-1386.136,543.708,-4204.428,-4.566,0.570,-6.995,-105.279
2.000,2.710,nan,1.408,-6.430,0.594,0.000,0.000,0.000,1.387,0.642,2.159,-4.566,42.373,-189.424,-39.983,183.182,0.013,558.642,-4310.826,0.000,243.982,-1387.567,532.537,-4118.657,-4.307,0.530,-6.512,-105.629
2.000,2.810,nan,1.381,-6.282,0.577,0.000,0.000,0.000,1.360,0.625,2.176,-4.549,41.589,-185.303,-39.205,178.923,0.011,549.736,-4255.882,0.000,244.318,-1388.887,523.561,-4057.303,-4.119,0.496,-6.093,-105.878
2.000,2.910,nan,1.357,-6.146,0.562,0.000,0.000,0.000,1.336,0.609,2.194,-4.530,40.883,-181.483,-38.512,174.999,0.009,541.110,-4200.414,0.000,244.628,-1390.105,515.118,-3997.457,-3.939,0.466,-5.728,-106.038
2.000,3.010,nan,1.335,-6.021,0.549,0.000,0.000,0.000,1.315,0.595,2.211,-4.510,40.264,-178.013,-37.906,171.422,-0.001,533.231,-4150.133,0.000,244.914,-1391.227,507.547,-3943.441,-3.781,0.440,-5.409,-106.178
2.000,3.110,nan,1.317,-5.908,0.541,0.000,0.000,0.000,1.297,0.586,2.212,-4.487,39.722,-174.867,-37.382,168.181,-0.008,525.741,-4101.660,0.000,245.177,-1392.261,500.490,-3891.933,-3.634,0.418,-5.129,-106.456
2.000,3.210,nan,1.055,-5.205,0.521,0.000,0.000,0.000,1.036,0.558,1.858,-4.934,31.956,-154.181,-30.001,148.319,-0.011,446.927,-3867.654,0.000,245.419,-1393.212,426.206,-3670.241,-2.164,0.260,-3.189,-85.904
2.000,3.310,nan,1.034,-5.072,0.506,0.000,0.000,0.000,1.016,0.541,1.877,-4.902,31.450,-150.699,-29.400,144.434,-0.013,442.585,-3835.031,0.000,245.641,-1394.085,421.138,-3629.973,-2.165,0.256,-3.149,-84.900
2.000,3.410,nan,1.015,-4.946,0.490,0.000,0.000,0.000,0.997,0.525,1.900,-4.872,30.973,-147.432,-28.832,140.779,-0.015,438.188,-3801.545,0.000,245.845,-1394.885,416.134,-3589.867,-2.163,0.253,-3.113,-83.905
2.000,3.510,nan,0.997,-4.828,0.476,0.000,0.000,0.000,0.980,0.510,1.920,-4.843,30.519,-144.357,-28.293,137.333,-0.018,433.757,-3767.376,0.000,246.031,-1395.617,411.182,-3549.945,-2.158,0.251,-3.078,-82.926
2.000,3.610,nan,0.980,-4.716,0.464,0.000,0.000,0.000,0.963,0.498,1.935,-4.815,30.087,-141.456,-27.782,134.078,-0.018,430.014,-3740.587,0.000,246.201,-1396.284,406.733,-3516.004,-2.173,0.248,-3.047,-82.008
2.000,3.710,nan,0.963,-4.610,0.452,0.000,0.000,0.000,0.947,0.485,1.951,-4.787,29.675,-138.713,-27.295,130.998,-0.018,426.212,-3712.211,0.000,246.355,-1396.891,402.229,-3481.101,-2.186,0.246,-3.018,-81.105
2.000,3.810,nan,0.947,-4.510,0.441,0.000,0.000,0.000,0.931,0.473,1.967,-4.761,29.281,-136.112,-26.831,128.078,-0.019,422.265,-3682.025,0.000,246.495,-1397.440,397.724,-3445.502,-2.196,0.244,-2.991,-80.218
2.000,3.910,nan,0.932,-4.415,0.430,0.000,0.000,0.000,0.917,0.462,1.984,-4.736,28.917,-133.693,-26.390,125.311,-0.020,418.443,-3653.745,0.000,246.749,-1398.436,393.265,-3410.054,-2.208,0.241,-2.966,-79.347
2.000,4.010,nan,0.918,-4.324,0.419,0.000,0.000,0.000,0.902,0.451,2.002,-4.712,28.568,-131.392,-25.967,122.679,-0.021,414.682,-3626.246,0.000,247.005,-1399.445,388.890,-3375.436,-2.219,0.239,-2.942,-78.491
2.000,4.110,nan,0.901,-4.235,0.409,0.000,0.000,0.000,0.886,0.440,2.014,-4.702,28.695,-130.966,-25.280,119.433,-0.038,412.466,-3606.426,0.000,247.250,-1400.406,385.748,-3347.518,-2.233,0.237,-2.916,-77.429
2.000,4.210,nan,1.053,-4.608,0.399,0.000,0.000,0.000,1.038,0.435,2.384,-4.378,33.416,-142.656,-29.452,129.629,-0.046,442.955,-3660.824,0.000,247.483,-1401.322,417.200,-3402.922,-3.137,0.334,-4.100,-93.724
2.000,4.310,nan,1.033,-4.517,0.390,0.000,0.000,0.000,1.019,0.425,2.395,-4.373,33.279,-141.546,-28.747,126.539,-0.058,439.887,-3645.989,0.000,247.706,-1402.196,413.157,-3379.396,-3.167,0.330,-4.050,-92.530
2.000,4.410,nan,1.016,-4.433,0.381,0.000,0.000,0.000,1.002,0.416,2.410,-4.364,32.975,-139.860,-28.195,123.905,-0.063,436.709,-3630.624,0.000,247.918,-1403.030,408.934,-3355.349,-3.198,0.326,-4.004,-91.451
2.000,4.510,nan,0.992,-4.323,0.372,0.000,0.000,0.000,0.979,0.406,2.409,-4.356,31.559,-134.345,-27.912,122.013,-0.028,433.010,-3612.584,0.000,248.121,-1403.826,404.048,-3328.208,-3.232,0.321,-3.941,-89.904
2.000,4.610,nan,0.971,-4.221,0.363,0.000,0.000,0.000,0.958,0.397,2.412,-4.348,30.316,-129.425,-27.625,120.166,0.002,429.508,-3595.915,0.000,248.314,-1404.587,399.447,-3302.778,-3.269,0.316,-3.881,-88.441
2.000,4.710,nan,0.952,-4.133,0.355,0.000,0.000,0.000,0.939,0.388,2.421,-4.340,29.358,-125.567,-27.323,118.418,0.024,426.194,-3580.688,0.000,248.500,-1405.315,395.223,-3279.817,-3.245,0.307,-3.765,-87.257
2.000,4.810,nan,0.936,-4.056,0.347,0.000,0.000,0.000,0.924,0.380,2.434,-4.332,28.606,-122.433,-26.998,116.653,0.037,423.017,-3565.935,0.000,248.677,-1406.010,391.280,-3258.149,-3.219,0.297,-3.649,-86.123
2.000,4.910,nan,0.924,-3.993,0.339,0.000,0.000,0.000,0.911,0.371,2.454,-4.323,28.062,-120.049,-26.625,114.800,0.037,420.138,-3553.063,0.000,248.846,-1406.676,387.735,-3238.777,-3.195,0.285,-3.502,-84.840
2.000,5.010,nan,0.912,-3.932,0.332,0.000,0.000,0.000,0.899,0.363,2.475,-4.313,27.600,-117.961,-26.262,113.004,0.036,417.576,-3542.656,0.000,249.009,-1407.314,384.555,-3222.000,-3.178,0.275,-3.375,-83.678
