ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-4.000,1.410,nan,-4.008,19.015,0.905,0.000,0.000,0.000,-3.935,1.183,-3.327,-4.745,59.153,-273.057,-57.145,270.407,-1.720,818.221,-6820.403,0.000,241.630,-1378.327,848.445,-6964.975,23.422,-3.880,47.630,-28.231
-4.000,1.510,nan,-3.883,18.131,0.861,0.000,0.000,0.000,-3.814,1.130,-3.376,-4.669,57.342,-261.106,-55.484,258.289,-1.486,779.618,-6426.558,0.000,242.985,-1383.651,812.752,-6614.348,20.876,-3.321,40.773,-43.909
-4.000,1.610,nan,-3.786,17.545,0.832,0.000,0.000,0.000,-3.719,1.094,-3.398,-4.634,55.906,-253.106,-54.188,250.263,-1.235,750.625,-6145.443,0.000,244.117,-1388.099,784.479,-6348.276,18.984,-3.006,36.910,-56.171
-4.000,1.710,nan,-3.703,17.059,0.813,0.000,0.000,0.000,-3.637,1.069,-3.402,-4.607,54.786,-247.102,-53.070,243.502,-1.059,728.048,-5933.617,0.000,245.106,-1391.981,762.704,-6150.945,17.520,-2.763,33.931,-65.995
-4.000,1.810,nan,-3.625,16.614,0.804,0.000,0.000,0.000,-3.560,1.055,-3.374,-4.583,53.693,-241.064,-52.048,237.653,-0.877,713.006,-5811.149,0.000,245.988,-1395.446,748.719,-6045.636,16.207,-2.507,30.790,-74.616
-4.000,1.910,nan,-3.552,16.210,0.783,0.000,0.000,0.000,-3.489,1.029,-3.391,-4.563,52.670,-235.631,-51.085,232.303,-0.678,701.483,-5729.340,0.000,246.786,-1398.583,738.076,-5978.234,15.086,-2.288,28.101,-81.673
-4.000,2.010,nan,-3.480,15.809,0.753,0.000,0.000,0.000,-3.419,0.993,-3.442,-4.542,51.671,-230.325,-50.123,226.823,-0.506,683.265,-5563.486,0.000,247.516,-1401.450,720.346,-5821.566,14.020,-2.103,25.833,-87.789
-4.000,2.110,nan,-3.385,15.357,0.724,0.000,0.000,0.000,-3.326,0.959,-3.470,-4.537,50.309,-224.038,-48.792,220.461,-0.449,657.728,-5334.479,0.000,248.187,-1404.088,694.987,-5595.347,12.804,-1.908,23.432,-93.224
-4.000,2.210,nan,-3.287,14.920,0.698,0.000,0.000,0.000,-3.230,0.926,-3.489,-4.539,48.931,-217.987,-47.425,214.290,-0.399,633.281,-5122.769,0.000,248.808,-1406.525,671.443,-5394.257,11.730,-1.734,21.301,-97.521
-4.000,2.310,nan,-3.197,14.506,0.674,0.000,0.000,0.000,-3.142,0.895,-3.510,-4.537,47.651,-212.203,-46.163,208.462,-0.366,609.619,-4913.048,0.000,249.383,-1408.787,649.260,-5202.303,11.029,-1.585,19.470,-100.868
-4.000,2.410,nan,-3.114,14.119,0.651,0.000,0.000,0.000,-3.061,0.867,-3.531,-4.534,46.486,-206.844,-45.010,203.018,-0.375,588.519,-4727.025,0.000,249.919,-1410.891,629.468,-5031.240,10.445,-1.458,17.902,-103.405
-4.000,2.510,nan,-3.038,13.754,0.630,0.000,0.000,0.000,-2.987,0.840,-3.554,-4.527,45.415,-201.810,-43.950,197.895,-0.369,571.936,-4589.749,0.000,250.418,-1412.853,613.247,-4897.502,9.699,-1.347,16.548,-105.283
-4.000,2.610,nan,-2.969,13.413,0.611,0.000,0.000,0.000,-2.919,0.817,-3.574,-4.518,44.432,-197.074,-42.988,193.110,-0.343,558.607,-4485.703,0.000,250.884,-1414.684,600.812,-4803.842,9.083,-1.247,15.320,-105.895
-4.000,2.710,nan,-2.908,13.100,0.594,0.000,0.000,0.000,-2.860,0.795,-3.597,-4.504,43.570,-192.707,-42.158,188.735,-0.306,547.112,-4394.822,0.000,251.320,-1416.396,590.053,-4722.117,8.571,-1.162,14.277,-106.334
-4.000,2.810,nan,-2.854,12.809,0.577,0.000,0.000,0.000,-2.806,0.775,-3.622,-4.489,42.792,-188.663,-41.414,184.686,-0.274,537.819,-4325.297,0.000,251.728,-1417.999,581.499,-4664.510,8.198,-1.088,13.366,-106.600
-4.000,2.910,nan,-2.805,12.541,0.562,0.000,0.000,0.000,-2.759,0.756,-3.647,-4.471,42.105,-184.964,-40.780,181.052,-0.248,529.377,-4260.383,0.000,252.256,-1420.072,574.016,-4613.919,7.846,-1.023,12.568,-106.763
-4.000,3.010,nan,-2.763,12.299,0.549,0.000,0.000,0.000,-2.718,0.740,-3.671,-4.452,41.529,-181.709,-40.270,177.901,-0.228,522.199,-4204.673,0.000,252.953,-1422.812,568.180,-4576.814,7.539,-0.966,11.867,-106.887
-4.000,3.110,nan,-2.726,12.080,0.541,0.000,0.000,0.000,-2.682,0.730,-3.674,-4.432,41.029,-178.786,-39.846,175.101,-0.212,515.782,-4153.277,0.000,253.628,-1425.464,562.926,-4542.761,7.256,-0.915,11.243,-107.052
-4.000,3.210,nan,-2.189,10.646,0.522,0.000,0.000,0.000,-2.148,0.673,-3.191,-4.863,33.042,-157.570,-32.678,156.007,-0.158,451.898,-3964.590,0.000,254.282,-1428.033,491.214,-4337.750,4.371,-0.556,6.824,-85.740
-4.000,3.310,nan,-2.153,10.396,0.506,0.000,0.000,0.000,-2.112,0.655,-3.224,-4.830,32.608,-154.395,-32.176,152.550,-0.147,446.320,-3918.793,0.000,254.917,-1430.525,487.861,-4314.661,4.363,-0.549,6.740,-84.856
-4.000,3.410,nan,-2.118,10.162,0.491,0.000,0.000,0.000,-2.078,0.637,-3.262,-4.799,32.197,-151.417,-31.706,149.316,-0.134,441.041,-3875.621,0.000,255.533,-1432.945,484.585,-4291.890,4.354,-0.542,6.661,-83.971
-4.000,3.510,nan,-2.085,9.941,0.477,0.000,0.000,0.000,-2.046,0.621,-3.296,-4.769,31.806,-148.616,-31.264,146.284,-0.123,436.122,-3835.941,0.000,256.131,-1435.296,481.377,-4269.500,4.340,-0.536,6.587,-83.094
-4.000,3.610,nan,-2.053,9.732,0.465,0.000,0.000,0.000,-2.016,0.607,-3.323,-4.740,31.432,-145.975,-30.849,143.437,-0.116,431.605,-3800.379,0.000,256.713,-1437.583,478.654,-4252.841,4.364,-0.531,6.519,-82.238
-4.000,3.710,nan,-2.023,9.535,0.453,0.000,0.000,0.000,-1.987,0.593,-3.351,-4.713,31.076,-143.480,-30.458,140.759,-0.110,427.202,-3765.438,0.000,257.280,-1439.810,475.886,-4235.329,4.388,-0.525,6.453,-81.391
-4.000,3.810,nan,-1.995,9.349,0.442,0.000,0.000,0.000,-1.959,0.580,-3.379,-4.687,30.736,-141.122,-30.090,138.236,-0.104,422.924,-3731.313,0.000,257.832,-1441.980,473.134,-4217.260,4.413,-0.520,6.390,-80.558
-4.000,3.910,nan,-1.967,9.171,0.431,0.000,0.000,0.000,-1.932,0.567,-3.409,-4.662,30.396,-138.833,-29.715,135.757,-0.097,418.643,-3696.894,0.000,258.244,-1443.598,469.945,-4194.461,4.439,-0.515,6.330,-79.740
-4.000,4.010,nan,-1.941,9.002,0.420,0.000,0.000,0.000,-1.907,0.555,-3.439,-4.638,30.063,-136.631,-29.354,133.391,-0.091,414.492,-3663.602,0.000,258.627,-1445.100,466.769,-4171.783,4.465,-0.511,6.272,-78.937
-4.000,4.110,nan,-1.926,8.889,0.410,0.000,0.000,0.000,-1.892,0.543,-3.483,-4.616,30.017,-135.680,-28.730,130.396,-0.058,411.567,-3637.042,0.000,258.997,-1446.555,464.810,-4155.720,4.494,-0.509,6.256,-78.095
-4.000,4.210,nan,-2.236,9.650,0.400,0.000,0.000,0.000,-2.202,0.555,-3.967,-4.316,34.369,-146.205,-32.890,140.626,-0.133,444.608,-3699.247,0.000,259.356,-1447.966,497.179,-4224.296,6.326,-0.701,8.604,-93.557
-4.000,4.310,nan,-2.209,9.514,0.391,0.000,0.000,0.000,-2.176,0.544,-4.001,-4.307,34.106,-144.714,-32.249,137.788,-0.110,440.570,-3672.194,0.000,259.704,-1449.334,494.293,-4212.136,6.393,-0.693,8.511,-92.463
-4.000,4.410,nan,-2.180,9.368,0.382,0.000,0.000,0.000,-2.148,0.533,-4.031,-4.296,33.758,-142.910,-31.759,135.405,-0.098,436.403,-3645.063,0.000,260.042,-1450.662,491.230,-4199.472,6.462,-0.684,8.407,-91.406
-4.000,4.510,nan,-2.129,9.136,0.373,0.000,0.000,0.000,-2.098,0.521,-4.028,-4.291,33.566,-141.430,-31.537,133.763,-0.059,430.820,-3612.484,0.000,260.371,-1451.952,487.500,-4183.699,6.537,-0.676,8.297,-89.970
-4.000,4.610,nan,-2.082,8.922,0.365,0.000,0.000,0.000,-2.052,0.509,-4.030,-4.285,33.353,-139.942,-31.310,132.163,-0.032,425.656,-3582.223,0.000,260.690,-1453.208,484.056,-4169.635,6.616,-0.667,8.193,-88.625
-4.000,4.710,nan,-2.043,8.742,0.356,0.000,0.000,0.000,-2.013,0.498,-4.041,-4.280,33.106,-138.501,-31.069,130.663,-0.016,421.120,-3555.823,0.000,261.001,-1454.430,480.992,-4158.116,6.579,-0.649,7.969,-87.545
-4.000,4.810,nan,-2.005,8.574,0.349,0.000,0.000,0.000,-1.976,0.488,-4.053,-4.275,32.648,-136.423,-30.804,129.149,-0.013,416.620,-3530.613,0.000,261.304,-1455.620,478.221,-4147.986,6.537,-0.631,7.751,-86.548
-4.000,4.910,nan,-1.962,8.389,0.341,0.000,0.000,0.000,-1.933,0.477,-4.054,-4.276,31.423,-131.851,-30.494,127.568,-0.072,410.996,-3503.564,0.000,261.600,-1456.781,475.838,-4140.135,6.499,-0.613,7.525,-85.642
-4.000,5.010,nan,-1.924,8.224,0.333,0.000,0.000,0.000,-1.896,0.467,-4.061,-4.275,30.403,-127.950,-30.192,126.036,-0.120,406.102,-3479.641,0.000,261.888,-1457.914,473.800,-4134.800,6.476,-0.596,7.316,-84.778
